seed	V	N	B	n_invisible	
12	60	48	7	41	
12	60	60	7	37	
12	60	72	7	36	
12	60	84	7	35	
12	60	96	7	33	
12	60	108	7	31	
12	60	120	7	29	
12	70	0	10	60	
12	70	14	10	50	
12	70	28	10	43	
12	70	42	10	43	
12	70	56	10	43	
12	70	70	10	43	
12	70	84	10	42	
12	70	98	10	42	
12	70	112	10	40	
12	70	126	10	40	
12	70	140	10	40	
12	80	0	15	65	
12	80	16	15	50	
12	80	32	15	48	
12	80	48	15	47	
12	80	64	15	42	
12	80	80	15	41	
12	80	96	15	40	
12	80	112	15	40	
12	80	128	15	40	
12	80	144	15	38	
12	80	160	15	36	
12	90	0	13	77	
12	90	18	13	67	
12	90	36	13	64	
12	90	54	13	61	
12	90	72	13	55	
12	90	90	13	53	
12	90	108	13	50	
12	90	126	13	50	
12	90	144	13	50	
12	90	162	13	48	
12	90	180	13	47	
12	100	0	11	89	
12	100	20	11	69	
12	100	40	11	64	
12	100	60	11	60	
12	100	80	11	56	
12	100	100	11	56	
12	100	120	11	56	
12	100	140	11	55	
12	100	160	11	54	
12	100	180	11	53	
12	100	200	11	53	
13	10	0	7	3	
13	10	2	7	3	
13	10	4	7	3	
13	10	6	7	3	
13	10	8	7	3	
13	10	10	7	3	
13	10	12	7	3	
13	10	14	7	3	
13	10	16	7	3	
13	10	18	7	3	
13	10	20	7	3	
13	20	0	8	12	
13	20	4	8	9	
13	20	8	8	9	
13	20	12	8	9	
13	20	16	8	9	
13	20	20	8	9	
13	20	24	8	9	
13	20	28	8	9	
13	20	32	8	9	
13	20	36	8	9	
13	20	40	8	9	
13	30	0	7	23	
13	30	6	7	19	
13	30	12	7	19	
13	30	18	7	19	
13	30	24	7	18	
13	30	30	7	18	
13	30	36	7	18	
13	30	42	7	18	
13	30	48	7	18	
13	30	54	7	18	
13	30	60	7	18	
13	40	0	10	30	
13	40	8	10	25	
13	40	16	10	22	
13	40	24	10	21	
13	40	32	10	19	
13	40	40	10	18	
13	40	48	10	18	
13	40	56	10	18	
13	40	64	10	18	
13	40	72	10	17	
13	40	80	10	17	
13	50	0	11	39	
13	50	10	11	29	
13	50	20	11	29	
13	50	30	11	28	
13	50	40	11	26	
13	50	50	11	26	
13	50	60	11	24	
13	50	70	11	23	
13	50	80	11	23	
13	50	90	11	23	
13	50	100	11	22	
13	60	0	11	49	
13	60	12	11	39	
13	60	24	11	37	
13	60	36	11	34	
13	60	48	11	34	
13	60	60	11	34	
13	60	72	11	34	
13	60	84	11	34	
13	60	96	11	34	
13	60	108	11	34	
13	60	120	11	34	
13	70	0	11	59	
13	70	14	11	41	
13	70	28	11	40	
13	70	42	11	40	
13	70	56	11	40	
13	70	70	11	38	
13	70	84	11	36	
13	70	98	11	36	
13	70	112	11	36	
13	70	126	11	34	
13	70	140	11	34	
13	80	0	13	67	
13	80	16	13	55	
13	80	32	13	52	
13	80	48	13	43	
13	80	64	13	43	
13	80	80	13	43	
13	80	96	13	42	
13	80	112	13	37	
13	80	128	13	37	
13	80	144	13	36	
13	80	160	13	35	
13	90	0	14	76	
13	90	18	14	64	
13	90	36	14	60	
13	90	54	14	60	
13	90	72	14	59	
13	90	90	14	55	
13	90	108	14	54	
13	90	126	14	51	
13	90	144	14	51	
13	90	162	14	51	
13	90	180	14	50	
13	100	0	14	86	
13	100	20	14	69	
13	100	40	14	64	
13	100	60	14	58	
13	100	80	14	56	
13	100	100	14	52	
13	100	120	14	51	
13	100	140	14	51	
13	100	160	14	51	
13	100	180	14	50	
13	100	200	14	49	
14	10	0	7	3	
14	10	2	7	2	
14	10	4	7	2	
14	10	6	7	2	
14	10	8	7	2	
14	10	10	7	2	
14	10	12	7	2	
14	10	14	7	2	
14	10	16	7	2	
14	10	18	7	2	
14	10	20	7	2	
14	20	0	8	12	
14	20	4	8	9	
14	20	8	8	7	
14	20	12	8	7	
14	20	16	8	7	
14	20	20	8	7	
14	20	24	8	7	
14	20	28	8	7	
14	20	32	8	7	
14	20	36	8	7	
14	20	40	8	7	
14	30	0	9	21	
14	30	6	9	18	
14	30	12	9	17	
14	30	18	9	17	
14	30	24	9	15	
14	30	30	9	15	
14	30	36	9	15	
14	30	42	9	15	
14	30	48	9	14	
14	30	54	9	13	
14	30	60	9	13	
14	40	0	11	29	
14	40	8	11	24	
14	40	16	11	24	
14	40	24	11	24	
14	40	32	11	23	
14	40	40	11	20	
14	40	48	11	20	
14	40	56	11	19	
14	40	64	11	19	
14	40	72	11	19	
14	40	80	11	19	
14	50	0	11	39	
14	50	10	11	34	
14	50	20	11	33	
14	50	30	11	31	
14	50	40	11	31	
14	50	50	11	30	
14	50	60	11	29	
14	50	70	11	28	
14	50	80	11	28	
14	50	90	11	28	
14	50	100	11	28	
14	60	0	12	48	
14	60	12	12	38	
14	60	24	12	36	
14	60	36	12	35	
14	60	48	12	35	
14	60	60	12	32	
14	60	72	12	32	
14	60	84	12	31	
14	60	96	12	31	
14	60	108	12	31	
14	60	120	12	31	
14	70	0	14	56	
14	70	14	14	46	
14	70	28	14	43	
14	70	42	14	42	
14	70	56	14	40	
14	70	70	14	40	
14	70	84	14	38	
14	70	98	14	36	
14	70	112	14	36	
14	70	126	14	36	
14	70	140	14	36	
14	80	0	13	67	
14	80	16	13	58	
14	80	32	13	53	
14	80	48	13	48	
14	80	64	13	47	
14	80	80	13	42	
14	80	96	13	42	
14	80	112	13	42	
14	80	128	13	42	
14	80	144	13	42	
14	80	160	13	42	
14	90	0	13	77	
14	90	18	13	65	
14	90	36	13	60	
14	90	54	13	57	
14	90	72	13	55	
14	90	90	13	53	
14	90	108	13	53	
14	90	126	13	50	
14	90	144	13	50	
14	90	162	13	50	
14	90	180	13	50	
14	100	0	13	87	
14	100	20	13	73	
14	100	40	13	68	
14	100	60	13	64	
14	100	80	13	62	
14	100	100	13	60	
14	100	120	13	58	
14	100	140	13	58	
14	100	160	13	58	
14	100	180	13	58	
14	100	200	13	58	
15	10	0	6	4	
15	10	2	6	3	
15	10	4	6	3	
15	10	6	6	3	
15	10	8	6	3	
15	10	10	6	3	
15	10	12	6	3	
15	10	14	6	3	
15	10	16	6	3	
15	10	18	6	3	
15	10	20	6	3	
15	20	0	8	12	
15	20	4	8	10	
15	20	8	8	10	
15	20	12	8	8	
15	20	16	8	8	
15	20	20	8	8	
15	20	24	8	7	
15	20	28	8	7	
15	20	32	8	7	
15	20	36	8	7	
15	20	40	8	7	
15	30	0	12	18	
15	30	6	12	14	
15	30	12	12	14	
15	30	18	12	14	
15	30	24	12	14	
15	30	30	12	14	
15	30	36	12	14	
15	30	42	12	13	
15	30	48	12	13	
15	30	54	12	13	
15	30	60	12	13	
15	40	0	10	30	
15	40	8	10	22	
15	40	16	10	22	
15	40	24	10	21	
15	40	32	10	21	
15	40	40	10	20	
15	40	48	10	20	
15	40	56	10	20	
15	40	64	10	20	
15	40	72	10	19	
15	40	80	10	19	
15	50	0	11	39	
15	50	10	11	31	
15	50	20	11	30	
15	50	30	11	29	
15	50	40	11	27	
15	50	50	11	26	
15	50	60	11	26	
15	50	70	11	25	
15	50	80	11	24	
15	50	90	11	23	
15	50	100	11	22	
15	60	0	11	49	
15	60	12	11	35	
15	60	24	11	33	
15	60	36	11	31	
15	60	48	11	30	
15	60	60	11	30	
15	60	72	11	30	
15	60	84	11	30	
15	60	96	11	29	
15	60	108	11	29	
15	60	120	11	29	
15	70	0	11	59	
15	70	14	11	50	
15	70	28	11	45	
15	70	42	11	43	
15	70	56	11	42	
15	70	70	11	39	
15	70	84	11	38	
15	70	98	11	37	
15	70	112	11	36	
15	70	126	11	36	
15	70	140	11	36	
15	80	0	15	65	
15	80	16	15	53	
15	80	32	15	49	
15	80	48	15	47	
15	80	64	15	44	
15	80	80	15	43	
15	80	96	15	43	
15	80	112	15	43	
15	80	128	15	43	
15	80	144	15	41	
15	80	160	15	41	
15	90	0	17	73	
15	90	18	17	59	
15	90	36	17	58	
15	90	54	17	57	
15	90	72	17	56	
15	90	90	17	55	
15	90	108	17	53	
15	90	126	17	53	
15	90	144	17	53	
15	90	162	17	52	
15	90	180	17	52	
15	100	0	14	86	
15	100	20	14	74	
15	100	40	14	66	
15	100	60	14	66	
15	100	80	14	61	
15	100	100	14	60	
15	100	120	14	58	
15	100	140	14	57	
15	100	160	14	56	
15	100	180	14	56	
15	100	200	14	56	
16	10	0	6	4	
16	10	2	6	2	
16	10	4	6	2	
16	10	6	6	2	
16	10	8	6	2	
16	10	10	6	2	
16	10	12	6	2	
16	10	14	6	2	
16	10	16	6	2	
16	10	18	6	2	
16	10	20	6	2	
16	20	0	9	11	
16	20	4	9	9	
16	20	8	9	8	
16	20	12	9	7	
16	20	16	9	7	
16	20	20	9	7	
16	20	24	9	7	
16	20	28	9	7	
16	20	32	9	7	
16	20	36	9	7	
16	20	40	9	7	
16	30	0	8	22	
16	30	6	8	18	
16	30	12	8	18	
16	30	18	8	17	
16	30	24	8	17	
16	30	30	8	17	
16	30	36	8	17	
16	30	42	8	17	
16	30	48	8	17	
16	30	54	8	17	
16	30	60	8	17	
16	40	0	8	32	
16	40	8	8	23	
16	40	16	8	21	
16	40	24	8	21	
16	40	32	8	19	
16	40	40	8	19	
16	40	48	8	19	
16	40	56	8	19	
16	40	64	8	19	
16	40	72	8	19	
16	40	80	8	19	
16	50	0	11	39	
16	50	10	11	33	
16	50	20	11	31	
16	50	30	11	31	
16	50	40	11	28	
16	50	50	11	28	
16	50	60	11	28	
16	50	70	11	28	
16	50	80	11	28	
16	50	90	11	28	
16	50	100	11	28	
16	60	0	11	49	
16	60	12	11	40	
16	60	24	11	36	
16	60	36	11	35	
16	60	48	11	33	
16	60	60	11	33	
16	60	72	11	32	
16	60	84	11	31	
16	60	96	11	30	
16	60	108	11	29	
16	60	120	11	29	
16	70	0	14	56	
16	70	14	14	43	
16	70	28	14	39	
16	70	42	14	37	
16	70	56	14	34	
16	70	70	14	33	
16	70	84	14	30	
16	70	98	14	29	
16	70	112	14	29	
16	70	126	14	28	
16	70	140	14	28	
16	80	0	16	64	
16	80	16	16	54	
16	80	32	16	52	
16	80	48	16	49	
16	80	64	16	46	
16	80	80	16	45	
16	80	96	16	45	
16	80	112	16	45	
16	80	128	16	45	
16	80	144	16	45	
16	80	160	16	43	
16	90	0	15	75	
16	90	18	15	65	
16	90	36	15	60	
16	90	54	15	60	
16	90	72	15	54	
16	90	90	15	54	
16	90	108	15	51	
16	90	126	15	51	
16	90	144	15	50	
16	90	162	15	51	
16	90	180	15	51	
16	100	0	14	86	
16	100	20	14	70	
16	100	40	14	66	
16	100	60	14	66	
16	100	80	14	66	
16	100	100	14	64	
16	100	120	14	62	
16	100	140	14	62	
16	100	160	14	61	
16	100	180	14	59	
16	100	200	14	58	
17	10	0	6	4	
17	10	2	6	2	
17	10	4	6	2	
17	10	6	6	2	
17	10	8	6	2	
17	10	10	6	2	
17	10	12	6	2	
17	10	14	6	2	
17	10	16	6	2	
17	10	18	6	2	
17	10	20	6	2	
17	20	0	6	14	
17	20	4	6	10	
17	20	8	6	9	
17	20	12	6	9	
17	20	16	6	9	
17	20	20	6	8	
17	20	24	6	8	
17	20	28	6	8	
17	20	32	6	8	
17	20	36	6	8	
17	20	40	6	8	
17	30	0	8	22	
17	30	6	8	14	
17	30	12	8	12	
17	30	18	8	12	
17	30	24	8	12	
17	30	30	8	12	
17	30	36	8	12	
17	30	42	8	12	
17	30	48	8	12	
17	30	54	8	12	
17	30	60	8	12	
17	40	0	11	29	
17	40	8	11	20	
17	40	16	11	19	
17	40	24	11	19	
17	40	32	11	19	
17	40	40	11	19	
17	40	48	11	19	
17	40	56	11	19	
17	40	64	11	19	
17	40	72	11	19	
17	40	80	11	19	
17	50	0	12	38	
17	50	10	12	24	
17	50	20	12	24	
17	50	30	12	24	
17	50	40	12	23	
17	50	50	12	23	
17	50	60	12	23	
17	50	70	12	23	
17	50	80	12	23	
17	50	90	12	23	
17	50	100	12	23	
17	60	0	14	46	
17	60	12	14	39	
17	60	24	14	38	
17	60	36	14	33	
17	60	48	14	32	
17	60	60	14	30	
17	60	72	14	29	
17	60	84	14	28	
17	60	96	14	28	
17	60	108	14	28	
17	60	120	14	28	
17	70	0	9	61	
17	70	14	9	50	
17	70	28	9	43	
17	70	42	9	40	
17	70	56	9	40	
17	70	70	9	39	
17	70	84	9	38	
17	70	98	9	36	
17	70	112	9	36	
17	70	126	9	34	
17	70	140	9	34	
17	80	0	12	68	
17	80	16	12	57	
17	80	32	12	56	
17	80	48	12	54	
17	80	64	12	50	
17	80	80	12	47	
17	80	96	12	46	
17	80	112	12	46	
17	80	128	12	45	
17	80	144	12	44	
17	80	160	12	43	
17	90	0	10	80	
17	90	18	10	69	
17	90	36	10	68	
17	90	54	10	60	
17	90	72	10	58	
17	90	90	10	57	
17	90	108	10	54	
17	90	126	10	54	
17	90	144	10	53	
17	90	162	10	53	
17	90	180	10	52	
17	100	0	8	92	
17	100	20	8	77	
17	100	40	8	68	
17	100	60	8	64	
17	100	80	8	60	
17	100	100	8	57	
17	100	120	8	57	
17	100	140	8	57	
17	100	160	8	55	
17	100	180	8	54	
17	100	200	8	53	
18	10	0	7	3	
18	10	2	7	3	
18	10	4	7	3	
18	10	6	7	3	
18	10	8	7	3	
18	10	10	7	3	
18	10	12	7	3	
18	10	14	7	3	
18	10	16	7	3	
18	10	18	7	3	
18	10	20	7	3	
18	20	0	7	13	
18	20	4	7	10	
18	20	8	7	10	
18	20	12	7	10	
18	20	16	7	10	
18	20	20	7	9	
18	20	24	7	9	
18	20	28	7	9	
18	20	32	7	9	
18	20	36	7	9	
18	20	40	7	9	
18	30	0	9	21	
18	30	6	9	15	
18	30	12	9	14	
18	30	18	9	14	
18	30	24	9	14	
18	30	30	9	14	
18	30	36	9	14	
18	30	42	9	14	
18	30	48	9	14	
18	30	54	9	14	
18	30	60	9	14	
18	40	0	14	26	
18	40	8	14	22	
18	40	16	14	21	
18	40	24	14	20	
18	40	32	14	20	
18	40	40	14	17	
18	40	48	14	17	
18	40	56	14	17	
18	40	64	14	17	
18	40	72	14	17	
18	40	80	14	17	
18	50	0	8	42	
18	50	10	8	32	
18	50	20	8	27	
18	50	30	8	25	
18	50	40	8	25	
18	50	50	8	23	
18	50	60	8	23	
18	50	70	8	23	
18	50	80	8	23	
18	50	90	8	23	
18	50	100	8	23	
18	60	0	14	46	
18	60	12	14	42	
18	60	24	14	32	
18	60	36	14	31	
18	60	48	14	31	
18	60	60	14	31	
18	60	72	14	28	
18	60	84	14	26	
18	60	96	14	26	
18	60	108	14	26	
18	60	120	14	26	
18	70	0	12	58	
18	70	14	12	47	
18	70	28	12	44	
18	70	42	12	42	
18	70	56	12	39	
18	70	70	12	39	
18	70	84	12	39	
18	70	98	12	39	
18	70	112	12	39	
18	70	126	12	39	
18	70	140	12	39	
18	80	0	14	66	
18	80	16	14	49	
18	80	32	14	45	
18	80	48	14	45	
18	80	64	14	45	
18	80	80	14	45	
18	80	96	14	44	
18	80	112	14	44	
18	80	128	14	42	
18	80	144	14	40	
18	80	160	14	40	
18	90	0	16	74	
18	90	18	16	65	
18	90	36	16	55	
18	90	54	16	55	
18	90	72	16	53	
18	90	90	16	51	
18	90	108	16	49	
18	90	126	16	47	
18	90	144	16	47	
18	90	162	16	47	
18	90	180	16	47	
18	100	0	16	84	
18	100	20	16	72	
18	100	40	16	68	
18	100	60	16	65	
18	100	80	16	59	
18	100	100	16	57	
18	100	120	16	56	
18	100	140	16	55	
18	100	160	16	55	
18	100	180	16	55	
18	100	200	16	55	
19	10	0	6	4	
19	10	2	6	3	
19	10	4	6	3	
19	10	6	6	2	
19	10	8	6	2	
19	10	10	6	2	
19	10	12	6	2	
19	10	14	6	2	
19	10	16	6	2	
19	10	18	6	2	
19	10	20	6	2	
19	20	0	9	11	
19	20	4	9	8	
19	20	8	9	7	
19	20	12	9	7	
19	20	16	9	6	
19	20	20	9	6	
19	20	24	9	6	
19	20	28	9	6	
19	20	32	9	6	
19	20	36	9	6	
19	20	40	9	6	
19	30	0	8	22	
19	30	6	8	15	
19	30	12	8	13	
19	30	18	8	13	
19	30	24	8	13	
19	30	30	8	12	
19	30	36	8	12	
19	30	42	8	12	
19	30	48	8	12	
19	30	54	8	12	
19	30	60	8	12	
19	40	0	10	30	
19	40	8	10	24	
19	40	16	10	21	
19	40	24	10	21	
19	40	32	10	18	
19	40	40	10	18	
19	40	48	10	18	
19	40	56	10	18	
19	40	64	10	18	
19	40	72	10	18	
19	40	80	10	18	
19	50	0	11	39	
19	50	10	11	34	
19	50	20	11	30	
19	50	30	11	29	
19	50	40	11	28	
19	50	50	11	28	
19	50	60	11	26	
19	50	70	11	26	
19	50	80	11	26	
19	50	90	11	26	
19	50	100	11	26	
19	60	0	9	51	
19	60	12	9	38	
19	60	24	9	39	
19	60	36	9	37	
19	60	48	9	35	
19	60	60	9	35	
19	60	72	9	35	
19	60	84	9	35	
19	60	96	9	35	
19	60	108	9	34	
19	60	120	9	33	
19	70	0	9	61	
19	70	14	9	46	
19	70	28	9	46	
19	70	42	9	45	
19	70	56	9	45	
19	70	70	9	44	
19	70	84	9	44	
19	70	98	9	44	
19	70	112	9	42	
19	70	126	9	42	
19	70	140	9	42	
19	80	0	13	67	
19	80	16	13	57	
19	80	32	13	53	
19	80	48	13	53	
19	80	64	13	52	
19	80	80	13	52	
19	80	96	13	50	
19	80	112	13	49	
19	80	128	13	49	
19	80	144	13	49	
19	80	160	13	47	
19	90	0	12	78	
19	90	18	12	68	
19	90	36	12	65	
19	90	54	12	59	
19	90	72	12	55	
19	90	90	12	52	
19	90	108	12	52	
19	90	126	12	50	
19	90	144	12	50	
19	90	162	12	50	
19	90	180	12	50	
19	100	0	13	87	
19	100	20	13	81	
19	100	40	13	64	
19	100	60	13	64	
19	100	80	13	63	
19	100	100	13	60	
19	100	120	13	58	
19	100	140	13	58	
19	100	160	13	57	
19	100	180	13	55	
19	100	200	13	55	
20	10	0	5	5	
20	10	2	5	3	
20	10	4	5	3	
20	10	6	5	3	
20	10	8	5	3	
20	10	10	5	3	
20	10	12	5	3	
20	10	14	5	3	
20	10	16	5	3	
20	10	18	5	3	
20	10	20	5	3	
20	20	0	8	12	
20	20	4	8	10	
20	20	8	8	10	
20	20	12	8	10	
20	20	16	8	10	
20	20	20	8	10	
20	20	24	8	10	
20	20	28	8	10	
20	20	32	8	10	
20	20	36	8	10	
20	20	40	8	10	
20	30	0	11	19	
20	30	6	11	13	
20	30	12	11	13	
20	30	18	11	13	
20	30	24	11	13	
20	30	30	11	13	
20	30	36	11	13	
20	30	42	11	13	
20	30	48	11	13	
20	30	54	11	13	
20	30	60	11	13	
20	40	0	10	30	
20	40	8	10	24	
20	40	16	10	21	
20	40	24	10	21	
20	40	32	10	21	
20	40	40	10	21	
20	40	48	10	20	
20	40	56	10	20	
20	40	64	10	20	
20	40	72	10	20	
20	40	80	10	20	
20	50	0	9	41	
20	50	10	9	32	
20	50	20	9	29	
20	50	30	9	27	
20	50	40	9	26	
20	50	50	9	25	
20	50	60	9	26	
20	50	70	9	27	
20	50	80	9	27	
20	50	90	9	26	
20	50	100	9	26	
20	60	0	11	49	
20	60	12	11	41	
20	60	24	11	37	
20	60	36	11	34	
20	60	48	11	33	
20	60	60	11	33	
20	60	72	11	33	
20	60	84	11	33	
20	60	96	11	32	
20	60	108	11	30	
20	60	120	11	29	
20	70	0	12	58	
20	70	14	12	44	
20	70	28	12	41	
20	70	42	12	39	
20	70	56	12	35	
20	70	70	12	33	
20	70	84	12	33	
20	70	98	12	33	
20	70	112	12	33	
20	70	126	12	33	
20	70	140	12	33	
20	80	0	13	67	
20	80	16	13	52	
20	80	32	13	51	
20	80	48	13	48	
20	80	64	13	46	
20	80	80	13	46	
20	80	96	13	45	
20	80	112	13	45	
20	80	128	13	45	
20	80	144	13	45	
20	80	160	13	45	
20	90	0	15	75	
20	90	18	15	63	
20	90	36	15	55	
20	90	54	15	54	
20	90	72	15	51	
20	90	90	15	47	
20	90	108	15	46	
20	90	126	15	44	
20	90	144	15	44	
20	90	162	15	44	
20	90	180	15	44	
20	100	0	14	86	
20	100	20	14	76	
20	100	40	14	70	
20	100	60	14	67	
20	100	80	14	62	
20	100	100	14	61	
20	100	120	14	59	
20	100	140	14	56	
20	100	160	14	56	
20	100	180	14	56	
20	100	200	14	56	
21	10	0	6	4	
21	10	2	6	3	
21	10	4	6	3	
21	10	6	6	3	
21	10	8	6	3	
21	10	10	6	3	
21	10	12	6	3	
21	10	14	6	3	
21	10	16	6	3	
21	10	18	6	3	
21	10	20	6	3	
21	20	0	8	12	
21	20	4	8	9	
21	20	8	8	9	
21	20	12	8	9	
21	20	16	8	9	
21	20	20	8	9	
21	20	24	8	9	
21	20	28	8	9	
21	20	32	8	9	
21	20	36	8	8	
21	20	40	8	8	
21	30	0	11	19	
21	30	6	11	11	
21	30	12	11	10	
21	30	18	11	9	
21	30	24	11	9	
21	30	30	11	9	
21	30	36	11	9	
21	30	42	11	9	
21	30	48	11	9	
21	30	54	11	9	
21	30	60	11	9	
21	40	0	9	31	
21	40	8	9	25	
21	40	16	9	25	
21	40	24	9	25	
21	40	32	9	25	
21	40	40	9	24	
21	40	48	9	24	
21	40	56	9	24	
21	40	64	9	24	
21	40	72	9	24	
21	40	80	9	24	
21	50	0	10	40	
21	50	10	10	27	
21	50	20	10	24	
21	50	30	10	24	
21	50	40	10	24	
21	50	50	10	24	
21	50	60	10	24	
21	50	70	10	24	
21	50	80	10	24	
21	50	90	10	24	
21	50	100	10	23	
21	60	0	12	48	
21	60	12	12	42	
21	60	24	12	39	
21	60	36	12	39	
21	60	48	12	38	
21	60	60	12	36	
21	60	72	12	36	
21	60	84	12	35	
21	60	96	12	35	
21	60	108	12	35	
21	60	120	12	35	
21	70	0	12	58	
21	70	14	12	49	
21	70	28	12	44	
21	70	42	12	43	
21	70	56	12	43	
21	70	70	12	43	
21	70	84	12	41	
21	70	98	12	40	
21	70	112	12	40	
21	70	126	12	39	
21	70	140	12	39	
21	80	0	13	67	
21	80	16	13	54	
21	80	32	13	46	
21	80	48	13	46	
21	80	64	13	46	
21	80	80	13	45	
21	80	96	13	45	
21	80	112	13	43	
21	80	128	13	43	
21	80	144	13	42	
21	80	160	13	42	
21	90	0	16	74	
21	90	18	16	56	
21	90	36	16	53	
21	90	54	16	54	
21	90	72	16	52	
21	90	90	16	43	
21	90	108	16	43	
21	90	126	16	43	
21	90	144	16	43	
21	90	162	16	43	
21	90	180	16	43	
21	100	0	15	85	
21	100	20	15	77	
21	100	40	15	67	
21	100	60	15	65	
21	100	80	15	64	
21	100	100	15	62	
21	100	120	15	62	
21	100	140	15	61	
21	100	160	15	60	
21	100	180	15	59	
21	100	200	15	58	
22	10	0	5	5	
22	10	2	5	4	
22	10	4	5	4	
22	10	6	5	4	
22	10	8	5	4	
22	10	10	5	4	
22	10	12	5	4	
22	10	14	5	4	
22	10	16	5	4	
22	10	18	5	4	
22	10	20	5	4	
22	20	0	9	11	
22	20	4	9	10	
22	20	8	9	10	
22	20	12	9	10	
22	20	16	9	10	
22	20	20	9	10	
22	20	24	9	10	
22	20	28	9	10	
22	20	32	9	10	
22	20	36	9	10	
22	20	40	9	10	
22	30	0	9	21	
22	30	6	9	16	
22	30	12	9	15	
22	30	18	9	15	
22	30	24	9	14	
22	30	30	9	12	
22	30	36	9	12	
22	30	42	9	12	
22	30	48	9	12	
22	30	54	9	12	
22	30	60	9	12	
22	40	0	14	26	
22	40	8	14	20	
22	40	16	14	19	
22	40	24	14	17	
22	40	32	14	17	
22	40	40	14	17	
22	40	48	14	17	
22	40	56	14	17	
22	40	64	14	16	
22	40	72	14	16	
22	40	80	14	16	
22	50	0	10	40	
22	50	10	10	31	
22	50	20	10	30	
22	50	30	10	26	
22	50	40	10	26	
22	50	50	10	26	
22	50	60	10	25	
22	50	70	10	25	
22	50	80	10	25	
22	50	90	10	25	
22	50	100	10	25	
22	60	0	12	48	
22	60	12	12	40	
22	60	24	12	35	
22	60	36	12	35	
22	60	48	12	35	
22	60	60	12	33	
22	60	72	12	32	
22	60	84	12	32	
22	60	96	12	32	
22	60	108	12	32	
22	60	120	12	32	
22	70	0	14	56	
22	70	14	14	48	
22	70	28	14	45	
22	70	42	14	44	
22	70	56	14	43	
22	70	70	14	41	
22	70	84	14	40	
22	70	98	14	40	
22	70	112	14	38	
22	70	126	14	38	
22	70	140	14	38	
22	80	0	14	66	
22	80	16	14	59	
22	80	32	14	55	
22	80	48	14	55	
22	80	64	14	53	
22	80	80	14	53	
22	80	96	14	52	
22	80	112	14	49	
22	80	128	14	47	
22	80	144	14	47	
22	80	160	14	46	
22	90	0	12	78	
22	90	18	12	64	
22	90	36	12	62	
22	90	54	12	58	
22	90	72	12	52	
22	90	90	12	51	
22	90	108	12	51	
22	90	126	12	50	
22	90	144	12	50	
22	90	162	12	48	
22	90	180	12	48	
22	100	0	12	88	
22	100	20	12	77	
22	100	40	12	74	
22	100	60	12	74	
22	100	80	12	71	
22	100	100	12	67	
22	100	120	12	66	
22	100	140	12	63	
22	100	160	12	63	
22	100	180	12	61	
22	100	200	12	61	
23	10	0	6	4	
23	10	2	6	3	
23	10	4	6	3	
23	10	6	6	3	
23	10	8	6	3	
23	10	10	6	3	
23	10	12	6	3	
23	10	14	6	3	
23	10	16	6	3	
23	10	18	6	3	
23	10	20	6	3	
23	20	0	8	12	
23	20	4	8	11	
23	20	8	8	10	
23	20	12	8	10	
23	20	16	8	10	
23	20	20	8	10	
23	20	24	8	10	
23	20	28	8	10	
23	20	32	8	10	
23	20	36	8	10	
23	20	40	8	10	
23	30	0	11	19	
23	30	6	11	12	
23	30	12	11	11	
23	30	18	11	11	
23	30	24	11	11	
23	30	30	11	11	
23	30	36	11	11	
23	30	42	11	11	
23	30	48	11	11	
23	30	54	11	11	
23	30	60	11	11	
23	40	0	8	32	
23	40	8	8	28	
23	40	16	8	22	
23	40	24	8	20	
23	40	32	8	20	
23	40	40	8	20	
23	40	48	8	20	
23	40	56	8	20	
23	40	64	8	20	
23	40	72	8	20	
23	40	80	8	20	
23	50	0	10	40	
23	50	10	10	32	
23	50	20	10	30	
23	50	30	10	25	
23	50	40	10	25	
23	50	50	10	25	
23	50	60	10	23	
23	50	70	10	23	
23	50	80	10	23	
23	50	90	10	22	
23	50	100	10	22	
23	60	0	10	50	
23	60	12	10	44	
23	60	24	10	41	
23	60	36	10	39	
23	60	48	10	38	
23	60	60	10	34	
23	60	72	10	34	
23	60	84	10	33	
23	60	96	10	33	
23	60	108	10	33	
23	60	120	10	32	
23	70	0	12	58	
23	70	14	12	44	
23	70	28	12	41	
23	70	42	12	39	
23	70	56	12	40	
23	70	70	12	40	
23	70	84	12	40	
23	70	98	12	41	
23	70	112	12	41	
23	70	126	12	41	
23	70	140	12	40	
23	80	0	14	66	
23	80	16	14	56	
23	80	32	14	51	
23	80	48	14	50	
23	80	64	14	49	
23	80	80	14	49	
23	80	96	14	45	
23	80	112	14	45	
23	80	128	14	44	
23	80	144	14	42	
23	80	160	14	42	
23	90	0	16	74	
23	90	18	16	56	
23	90	36	16	51	
23	90	54	16	50	
23	90	72	16	50	
23	90	90	16	47	
23	90	108	16	47	
23	90	126	16	47	
23	90	144	16	44	
23	90	162	16	44	
23	90	180	16	44	
23	100	0	8	92	
23	100	20	8	81	
23	100	40	8	70	
23	100	60	8	69	
23	100	80	8	65	
23	100	100	8	64	
23	100	120	8	63	
23	100	140	8	61	
23	100	160	8	61	
23	100	180	8	58	
23	100	200	8	57	
24	10	0	4	6	
24	10	2	4	5	
24	10	4	4	4	
24	10	6	4	4	
24	10	8	4	4	
24	10	10	4	4	
24	10	12	4	4	
24	10	14	4	4	
24	10	16	4	4	
24	10	18	4	4	
